Department,Department Name,Division,Gender,Base Salary,2020 Overtime Pay,2020 Longevity Pay,Grade
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,109761.00,0.00,0.00,25
POL,Department of Police,ISB Major Crimes Division Homicide and Sex Section,F,93706.00,13175.03,6931.17,P4
POL,Department of Police,PSB 5th District Patrol,F,71852.00,0.00,4544.64,16
POL,Department of Police,MSB Management and Budget Division Abandoned Vehicle Section,F,98389.00,9914.17,3576.15,P5
POL,Department of Police,PSB 2nd District Station,M,133324.56,4747.52,4515.96,A2
POL,Department of Police,PSB 5th District Station,F,140323.33,1239.66,0.00,A2
POL,Department of Police,PSB 3rd District Patrol,M,78894.00,0.00,0.00,P4
POL,Department of Police,PSB 4th District Traffic Squad,M,93706.00,687.71,6931.17,P4
POL,Department of Police,MSB Communications Division,F,78360.58,10615.61,0.00,23
POL,Department of Police,PSB 1st District Patrol,M,93706.00,2316.48,6931.17,P4
POL,Department of Police,PSB 6th District Patrol,M,108226.00,1964.80,8004.96,A1
POL,Department of Police,FSB Media Services Division,F,71852.00,0.00,0.00,16
POL,Department of Police,PSB 1st District Patrol,M,81657.00,6183.38,0.00,P4
POL,Department of Police,PSB 2nd District Patrol,F,83305.00,2037.67,6069.15,P3
POL,Department of Police,ISB Criminal Investigations Division 4th District Investigative Section,M,93706.00,6434.75,3406.05,P4
POL,Department of Police,PSB 4th District Traffic Squad,M,93706.00,4343.40,6931.17,P4
POL,Department of Police,PSB 2nd District Patrol,M,93706.00,723.91,6931.17,P4
POL,Department of Police,PSB 6th District Patrol,M,108226.00,7734.69,3933.63,A1
POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,F,68575.00,1089.03,0.00,15
POL,Department of Police,PSB 1st District Patrol,M,87473.00,4888.98,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,F,71852.00,2574.56,1742.16,16
POL,Department of Police,PSB 1st District Patrol,M,93706.00,664.48,3406.05,P4
POL,Department of Police,PSB 1st District Patrol,M,93706.00,405.47,0.00,P4
POL,Department of Police,PSB 5th District Patrol,F,98389.00,1248.48,3576.15,P5
POL,Department of Police,FSB Traffic Division Alcohol Initiatives Section,M,90536.00,7182.23,0.00,P4
POL,Department of Police,FSB Special Operations Division Canine Section,M,93706.00,14184.06,3406.05,P4
POL,Department of Police,FSB Traffic Division,M,140323.33,607.18,0.00,A2
POL,Department of Police,HQ Office of the Chief,M,108226.00,3833.40,3920.39,A1
POL,Department of Police,ISB Criminal Investigations Division 5th District Investigative Section,M,85740.00,10988.94,0.00,P5
POL,Department of Police,PSB 3rd District Patrol,M,93706.00,10912.96,6931.17,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,67281.53,0.00,0.00,16
POL,Department of Police,FSB Traffic Division School Safety Section,F,26059.55,37.59,0.00,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,1326.69,10
POL,Department of Police,PSB 3rd District Special Assignment Team,M,90536.00,15051.77,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,93706.00,979.87,0.00,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,412.24,10
POL,Department of Police,PSB 6th District Patrol,F,93706.00,22040.60,6931.17,P4
POL,Department of Police,PSB 6th District Patrol,M,93706.00,0.00,6995.34,P4
POL,Department of Police,FSB Security Services Division,M,74996.88,6973.53,0.00,21
POL,Department of Police,PSB 4th District Patrol,M,108226.00,5058.38,8004.96,A1
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,165594.47,1761.45,0.00,A3
POL,Department of Police,PSB 3rd District Special Assignment Team,M,108226.00,15216.89,8004.96,A1
POL,Department of Police,PSB 5th District Patrol,F,93706.00,217.17,6546.11,P4
POL,Department of Police,PSB 6th District Patrol,M,93706.00,1954.53,6931.17,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,412.24,10
POL,Department of Police,PSB Duty Commander,M,157377.20,0.00,0.00,A3
POL,Department of Police,PSB 3rd District Patrol,M,108226.00,24265.93,3738.23,A1
POL,Department of Police,ISB Special Victims Investigations Division Family Justice,F,86669.00,0.00,2702.16,20
POL,Department of Police,PSB 6th District Patrol,M,93706.00,271.47,6931.17,P4
POL,Department of Police,PSB 3rd District Patrol,M,87473.00,4352.75,0.00,P4
POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,M,98389.00,5416.43,3576.15,P5
POL,Department of Police,PSB 6th District Patrol,M,108226.00,0.00,0.00,A1
POL,Department of Police,PSB 5th District Patrol,M,98389.00,1938.50,7277.31,P5
POL,Department of Police,ISB Criminal Investigations Division 4th District Investigative Section,M,98389.00,2432.36,7277.31,P5
POL,Department of Police,PSB 1st District Patrol,F,108226.00,7273.87,8004.96,A1
POL,Department of Police,MSB Training and Education Division,M,98389.00,9235.70,7277.31,P5
POL,Department of Police,FSB Traffic Division School Safety Section,F,25302.14,0.00,0.00,10
POL,Department of Police,PSB 6th District Patrol,M,93706.00,10246.81,3406.05,P4
POL,Department of Police,PSB 3rd District Special Assignment Team,M,93706.00,8410.70,3406.05,P4
POL,Department of Police,PSB 6th District Traffic Squad,M,108226.00,0.00,7615.83,A1
POL,Department of Police,PSB 5th District Patrol,M,93706.00,72.39,6944.00,P4
POL,Department of Police,FSB Traffic Division,M,93706.00,14260.88,6931.17,P4
POL,Department of Police,PSB 3rd District Patrol,F,71852.00,2641.94,2074.00,16
POL,Department of Police,PSB 6th District Patrol,F,93706.00,34.98,3406.05,P4
POL,Department of Police,ISB Major Crimes Division Fugitive Section,M,108226.00,10200.18,8004.96,A1
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,M,86669.00,2531.39,0.00,20
POL,Department of Police,MSB Information Management and Technology Division,F,64476.69,0.00,0.00,21
POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,F,78894.00,0.00,0.00,P4
POL,Department of Police,PSB 5th District Patrol,M,93706.00,16610.46,3027.60,P4
POL,Department of Police,PSB 5th District Patrol,M,81657.00,4066.91,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,108226.00,7482.93,8004.96,A1
POL,Department of Police,MSB Communications Division,M,109761.00,2075.15,2279.91,25
POL,Department of Police,PSB 5th District Patrol,M,108226.00,8109.96,8004.96,A1
POL,Department of Police,PSB 3rd District Station,M,143995.19,311.54,0.00,A2
POL,Department of Police,ISB Criminal Investigations Division Financial Crimes Section,F,93706.00,1484.00,6931.17,P4
POL,Department of Police,PSB 2nd District Patrol,M,95063.00,2039.61,0.00,P5
POL,Department of Police,PSB 2nd District Patrol,M,85740.00,16727.81,0.00,P5
POL,Department of Police,PSB 4th District Patrol,M,93706.00,664.51,3406.05,P4
POL,Department of Police,PSB 5th District Patrol,M,60556.66,3367.50,0.00,16
POL,Department of Police,PSB 6th District Patrol,M,93706.00,2750.83,6931.17,P4
POL,Department of Police,Patrol Services Bureau,M,177500.00,633.95,0.00,0
POL,Department of Police,PSB 2nd District Educational Facilities Officers,F,93706.00,0.00,3406.05,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,0.00,10
POL,Department of Police,PSB 4th District Patrol,M,108226.00,4222.28,8004.96,A1
POL,Department of Police,MSB Information Management and Technology Division Data Systems Section,M,135600.46,0.00,2809.60,30
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,412.24,10
POL,Department of Police,PSB 1st District Special Assignment Team,F,98389.00,9403.56,0.00,P5
POL,Department of Police,FSB Traffic Division Collision Reconstruction,M,101030.00,23861.65,0.00,A1
POL,Department of Police,PSB 2nd District Patrol,F,93706.00,361.95,6931.17,P4
POL,Department of Police,MSB Training and Education Division,M,87473.00,1208.87,0.00,P4
POL,Department of Police,PSB 1st District Special Assignment Team,M,93706.00,9012.58,6931.17,P4
POL,Department of Police,FSB Security Services Division,F,57776.16,6334.28,0.00,15
POL,Department of Police,ISB Criminal Investigations Division Central Auto Theft Section,M,108226.00,13105.68,8004.96,A1
POL,Department of Police,PSB 2nd District Station,F,142972.69,2526.11,0.00,A2
POL,Department of Police,PSB 4th District Patrol,M,93706.00,2135.60,6931.17,P4
POL,Department of Police,PSB 6th District Patrol,M,93706.00,1678.66,3406.05,P4
POL,Department of Police,FSB Special Operations Division Canine Section,M,93706.00,31853.48,6931.17,P4
POL,Department of Police,PSB 1st District Traffic Squad,M,93706.00,5755.02,6931.17,P4
POL,Department of Police,PSB 4th District Patrol,F,93706.00,2395.65,3406.05,P4
POL,Department of Police,ISB Criminal Investigations Division 4th District Investigative Section,M,90536.00,5500.88,0.00,P4
POL,Department of Police,MSB Management and Budget Division Fleet Management Section,M,99852.00,4176.71,0.00,23
POL,Department of Police,PSB 6th District Patrol,F,85736.69,967.51,5423.76,16
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,117.00,0.00,10
POL,Department of Police,FSB Special Operations Division,M,93706.00,29501.75,3658.37,P4
POL,Department of Police,FSB Traffic Division Collision Reconstruction,F,85740.00,1576.80,0.00,P5
POL,Department of Police,PSB 2nd District Patrol,M,108226.00,2800.89,8004.96,A1
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,431.86,10
POL,Department of Police,PSB 4th District Patrol,M,78894.00,5376.75,0.00,P4
POL,Department of Police,PSB 4th District Community Action Team,M,78894.00,9914.23,0.00,P4
POL,Department of Police,PSB 1st District Patrol,M,93706.00,253.37,6931.17,P4
POL,Department of Police,PSB 3rd District Patrol,M,78894.00,312.94,0.00,P4
POL,Department of Police,PSB 6th District Patrol,M,84515.00,274.28,0.00,P4
POL,Department of Police,FSB Special Operations Division Tactical Operations Section,M,93706.00,17265.05,6931.17,P4
POL,Department of Police,PSB 5th District Traffic Squad,F,93706.00,687.71,6931.17,P4
POL,Department of Police,PSB 1st District Station,M,140323.33,1011.96,0.00,A2
POL,Department of Police,PSB 6th District Patrol,M,108226.00,5601.78,8004.96,A1
POL,Department of Police,PSB 4th District Patrol,F,93706.00,1755.48,6931.17,P4
POL,Department of Police,PSB 4th District Patrol,M,93706.00,1818.58,3406.05,P4
POL,Department of Police,ISB Special Victims Investigations Division Family Justice,F,93706.00,26440.52,6931.17,P4
POL,Department of Police,PSB 2nd District Patrol,M,93706.00,1411.61,6931.17,P4
POL,Department of Police,ISB Criminal Investigations Division Financial Crimes Section,M,62488.00,0.00,1948.32,13
POL,Department of Police,MSB Information Management and Technology DivisioinCrime Analysis Section,M,74152.52,160.44,0.00,22
POL,Department of Police,PSB 1st District Patrol,M,93706.00,5266.41,6931.17,P4
POL,Department of Police,PSB 4th District Patrol,M,81657.00,11685.55,0.00,P4
POL,Department of Police,PSB 1st District Patrol,M,93706.00,0.00,0.00,P4
POL,Department of Police,PSB 6th District Patrol,M,108226.00,0.00,8004.96,A1
POL,Department of Police,PSB 1st District Patrol,M,108226.00,4054.99,8004.96,A1
POL,Department of Police,PSB 3rd District Patrol,M,90536.00,0.00,0.00,P4
POL,Department of Police,PSB 1st District Patrol,M,93706.00,0.00,6931.17,P4
POL,Department of Police,PSB 1st District Educational Facilities Officers,M,93706.00,1783.63,3406.05,P4
POL,Department of Police,PSB 3rd District Patrol,F,93706.00,2150.79,3406.05,P4
POL,Department of Police,PSB 3rd District Patrol,M,93706.00,6153.16,6931.17,P4
POL,Department of Police,MSB Communications Division,M,81106.55,9562.29,0.00,23
POL,Department of Police,PSB 5th District Patrol,M,93706.00,0.00,6061.57,P4
POL,Department of Police,ISB Criminal Investigations Division 2nd District Investigative Section,M,93706.00,3252.36,3406.05,P4
POL,Department of Police,MSB Personnel Division,M,155634.02,25.56,0.00,A3
POL,Department of Police,FSB Traffic Division School Safety Section,F,26059.55,75.18,0.00,10
POL,Department of Police,ISB Special Victims Investigations Division Family Justice,F,84515.00,7527.36,0.00,P4
POL,Department of Police,ISB Special Victims Investigations Division Exploitation and Registry,M,101030.00,7500.89,0.00,A1
POL,Department of Police,MSB Communications Division,M,82691.00,10912.84,2576.88,19
POL,Department of Police,PSB 1st District Patrol,M,93706.00,4161.58,3406.05,P4
POL,Department of Police,ISB Special Victims Investigations Division Exploitation and Registry,M,93706.00,2787.57,0.00,P4
POL,Department of Police,PSB 6th District Patrol,M,84515.00,0.00,0.00,P4
POL,Department of Police,MSB Training and Education Division,F,93706.00,1049.66,6931.17,P4
POL,Department of Police,FSB Special Operations Division Canine Section,M,87473.00,9244.15,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,98389.00,159.12,7277.31,P5
POL,Department of Police,PSB 5th District Patrol,M,93706.00,9569.42,3027.60,P4
POL,Department of Police,PSB 6th District Patrol,M,93706.00,452.45,6931.17,P4
POL,Department of Police,PSB 4th District Patrol,F,93706.00,489.60,3406.05,P4
POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,M,90536.00,2375.56,0.00,P4
POL,Department of Police,PSB 2nd District Patrol,M,84515.00,60.95,0.00,P4
POL,Department of Police,PSB 1st District Patrol,M,87473.00,11418.34,0.00,P4
POL,Department of Police,FSB Special Operations Division Tactical Operations Section,M,78894.00,14252.53,0.00,P4
POL,Department of Police,FSB Security Services Division,M,84234.36,8930.49,0.00,21
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,198.27,10
POL,Department of Police,MSB Communications Division,F,99852.00,8833.99,0.00,23
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,604.56,10
POL,Department of Police,ISB Major Crimes Division Robbery Section,M,93706.00,7029.29,3406.05,P4
POL,Department of Police,PSB 2nd District Patrol,M,93706.00,1731.10,3406.05,P4
POL,Department of Police,MSB Communications Division,F,94143.70,23206.53,5691.60,23
POL,Department of Police,PSB 1st District Patrol,M,93706.00,0.00,6931.17,P4
POL,Department of Police,ISB Major Crimes Division Homicide and Sex Section,F,78894.00,15845.52,0.00,P4
POL,Department of Police,ISB Major Crimes Division,F,139149.73,2609.08,0.00,A2
POL,Department of Police,PSB 1st District Station,F,159176.83,378.82,0.00,A3
POL,Department of Police,FSB Special Operations Division,M,93706.00,9483.16,6931.17,P4
POL,Department of Police,PSB 2nd District Patrol,M,98389.00,19613.40,3513.15,P5
POL,Department of Police,PSB 4th District Traffic Squad,M,78894.00,1137.91,0.00,P4
POL,Department of Police,ISB Special Victims Investigations Division Exploitation and Registry,F,93706.00,54.30,6931.17,P4
POL,Department of Police,PSB 3rd District Patrol,M,108226.00,2759.11,8004.96,A1
POL,Department of Police,FSB Special Operations Division,M,93706.00,16992.88,6931.17,P4
POL,Department of Police,PSB 5th District Patrol,M,108226.00,18477.54,8004.96,A1
